population_group_id,population_group_name,measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,566,Other drug use disorders,1,Number,1984,11344.271923585831,15846.84362330996,7959.103098210117
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,566,Other drug use disorders,2,Percent,1984,0.00024236885354831275,0.00033786254776135263,0.00017018414993037837
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,566,Other drug use disorders,3,Rate,1984,0.23598753849277485,0.3296516201951874,0.16556806478270006
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,560,Alcohol use disorders,1,Number,1985,102342.25264576677,117529.07586703832,91070.06985049415
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,560,Alcohol use disorders,2,Percent,1985,0.002181485622307256,0.0025111957590190706,0.0019371601251346668
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,560,Alcohol use disorders,3,Rate,1985,2.0903007187390776,2.4004856782656696,1.8600707678675485
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,562,Opioid use disorders,1,Number,1985,30495.036987917294,38587.40050001281,23693.68312438394
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,562,Opioid use disorders,2,Percent,1985,0.0006500266145973595,0.0008207614287662191,0.0005015201859605865
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,562,Opioid use disorders,3,Rate,1985,0.6228492737447577,0.7881326520985644,0.48393426550714436
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,563,Cocaine use disorders,1,Number,1985,3078.5024131830214,4041.4182151624864,2324.027433041688
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,563,Cocaine use disorders,2,Percent,1985,6.561479956432031e-05,8.614854914190475e-05,4.948184415219357e-05
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,563,Cocaine use disorders,3,Rate,1985,0.06287721484096764,0.08254439570642752,0.04746735671796177
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,564,Amphetamine use disorders,1,Number,1985,3132.874077031462,5619.786911355457,1558.1587891132729
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,564,Amphetamine use disorders,2,Percent,1985,6.677786866421192e-05,0.0001196299672469587,3.3231964874695164e-05
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,564,Amphetamine use disorders,3,Rate,1985,0.06398773493490002,0.11478196264280374,0.03182478744205958
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,566,Other drug use disorders,1,Number,1985,11786.001129903678,16558.81740941484,8380.517209434058
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,566,Other drug use disorders,2,Percent,1985,0.0002512134768455239,0.00035329996162771263,0.00017835922202213435
